AUDUSD,EURCHF,EURNOK,EURSEK,EURUSD,GBPUSD,NZDUSD,USDCAD,USDJPY
0.6985,1.5349,8.3215,9.126,1.2173,1.7914,0.6517,1.3014,109.56
0.6984,1.5348,8.3215,9.126,1.2173,1.7916,0.6517,1.3013,109.54
0.6982,1.5348,8.321,9.126,1.2174,1.7909,0.6517,1.3014,109.56
0.6979,1.535,8.321,9.1251,1.2169,1.7899,0.651,1.302,109.61
0.6978,1.5352,8.317,9.1253,1.2169,1.7898,0.6517,1.3016,109.77
0.6975,1.5357,8.314,9.1271,1.2165,1.789,0.651,1.3016,109.77
0.697,1.5346,8.309,9.1292,1.2169,1.7864,0.6512,1.3016,109.59
0.6969,1.5345,8.3085,9.1323,1.217,1.7875,0.6514,1.3007,109.63
0.697,1.5347,8.3105,9.1323,1.2171,1.7876,0.6514,1.3,109.49
0.6975,1.5347,8.3155,9.1325,1.2176,1.7899,0.6526,1.2992,109.38
0.6964,1.5345,8.317,9.1346,1.2173,1.7912,0.652,1.2989,109.39
0.6963,1.5343,8.3143,9.1358,1.2169,1.79,0.6508,1.2995,109.43
0.6963,1.5341,8.312,9.136,1.2174,1.7909,0.6509,1.299,109.35
0.6959,1.534,8.308,9.1358,1.2172,1.7894,0.6507,1.2999,109.15
0.6963,1.5349,8.3065,9.1326,1.2174,1.791,0.6509,1.301,109.32
0.6964,1.5338,8.3115,9.139,1.2174,1.789,0.6506,1.2992,109.3
0.6972,1.5342,8.3185,9.1366,1.2193,1.7919,0.6529,1.2979,109.2
0.6913,1.5326,8.322,9.1335,1.2099,1.7817,0.646,1.302,109.52
0.6934,1.5334,8.33,9.125,1.2088,1.7808,0.649,1.3025,109.57
0.6936,1.5329,8.3235,9.126,1.2101,1.7828,0.6491,1.2994,109.56
0.6912,1.5323,8.319,9.1245,1.2073,1.7776,0.6478,1.2972,109.83
0.6906,1.5328,8.317,9.1315,1.2054,1.7762,0.6452,1.3024,110.25
0.691,1.5325,8.3185,9.127,1.2053,1.7766,0.6456,1.2997,110.25
0.6907,1.5323,8.32,9.1271,1.2054,1.7762,0.6461,1.3002,110.25
0.6909,1.532,8.3183,9.127,1.2061,1.777,0.6468,1.3002,110.25
0.6898,1.5315,8.3273,9.1277,1.2067,1.7767,0.6466,1.2999,110.25
0.6905,1.5318,8.33,9.1321,1.2058,1.7754,0.6459,1.2996,110.25
0.6909,1.5319,8.3326,9.1304,1.2061,1.7751,0.6467,1.2997,110.25
0.6912,1.5321,8.3318,9.1283,1.2069,1.776,0.6465,1.2997,110.25
0.6911,1.532,8.3365,9.124,1.207,1.7758,0.6465,1.2994,110.25
0.6909,1.5324,8.33,9.123,1.2067,1.7753,0.6465,1.2998,110.25
0.6909,1.533,8.335,9.1228,1.2062,1.7753,0.6469,1.3001,110.25
0.6923,1.5328,8.335,9.1228,1.2063,1.7764,0.6467,1.3003,110.25
0.6917,1.5331,8.3315,9.124,1.206,1.7769,0.6467,1.3006,110.25
0.6917,1.5331,8.3315,9.1211,1.206,1.7769,0.6467,1.3006,110.25
0.6917,1.5331,8.3315,9.1211,1.206,1.7769,0.6467,1.3006,110.25
0.6917,1.5331,8.3315,9.1211,1.206,1.7769,0.6467,1.3006,110.25
0.6917,1.5331,8.3315,9.1211,1.206,1.7769,0.6467,1.3006,110.25
0.692,1.5326,8.3315,9.1211,1.2067,1.7761,0.6489,1.3003,110.43
0.692,1.5326,8.3315,9.1211,1.2069,1.7766,0.6495,1.2994,110.36
0.6913,1.5332,8.3315,9.1211,1.2066,1.7761,0.6483,1.2987,110.45
0.6899,1.5325,8.3315,9.1211,1.2062,1.7758,0.6472,1.2982,110.52
0.691,1.5325,8.3315,9.1211,1.2057,1.7753,0.6473,1.2985,110.4
0.6912,1.5321,8.3315,9.1211,1.2055,1.776,0.6474,1.2989,110.44
0.6911,1.5332,8.3225,9.1225,1.2059,1.7759,0.6484,1.299,110.43
0.6918,1.5331,8.3225,9.1225,1.2064,1.7765,0.6492,1.2986,110.41
0.6917,1.5329,8.3225,9.1225,1.2064,1.7763,0.6488,1.2983,110.39
0.6915,1.532,8.3225,9.1225,1.2065,1.7766,0.649,1.2986,110.38
0.6913,1.5316,8.3225,9.1225,1.2054,1.776,0.6489,1.2983,110.28
0.6916,1.5317,8.3225,9.1225,1.2055,1.7766,0.6487,1.2987,110.28
0.6916,1.532,8.316,9.123,1.2054,1.7766,0.6487,1.2981,110.32
0.6917,1.532,8.3185,9.123,1.2054,1.7757,0.6484,1.2984,110.31
0.6917,1.5328,8.3195,9.123,1.2058,1.7762,0.6488,1.2984,110.38
0.6928,1.5327,8.316,9.1275,1.2061,1.7775,0.6487,1.2979,110.17
0.6912,1.5328,8.319,9.1245,1.2062,1.7774,0.6479,1.2979,110.08
0.6914,1.5332,8.3172,9.128,1.2065,1.7775,0.6479,1.2977,110.07
0.6919,1.533,8.3172,9.1303,1.2062,1.7785,0.6485,1.2981,110.16
0.6921,1.5333,8.3245,9.1291,1.2058,1.7782,0.6485,1.2992,110.27
0.6925,1.5338,8.3258,9.133,1.2061,1.7791,0.6489,1.2992,110.14
0.6922,1.5336,8.3258,9.1285,1.2065,1.7783,0.6482,1.2991,110.12
0.6931,1.533,8.3243,9.1273,1.2065,1.7788,0.6491,1.2985,110.14
0.6926,1.5333,8.326,9.1333,1.2072,1.7806,0.6484,1.2995,110.12
0.692,1.5336,8.3248,9.1347,1.2064,1.7792,0.6478,1.2992,110.25
0.692,1.534,8.3255,9.132,1.2073,1.7797,0.6476,1.2984,110.09
0.6924,1.5334,8.327,9.134,1.2073,1.7798,0.6481,1.2988,110.09
0.6924,1.5338,8.3332,9.1335,1.2072,1.7784,0.648,1.2986,109.99
0.692,1.5338,8.3383,9.135,1.2072,1.7791,0.648,1.2988,110.07
0.6926,1.5338,8.3275,9.1335,1.2075,1.7789,0.648,1.2984,110.09
0.692,1.534,8.3275,9.1358,1.2071,1.7792,0.648,1.2987,110.13
0.6922,1.5344,8.334,9.136,1.2079,1.7798,0.6487,1.2987,110.02
0.6926,1.5339,8.33,9.1365,1.208,1.7801,0.6487,1.2991,110.14
0.6921,1.534,8.334,9.1363,1.2077,1.7799,0.6487,1.298,110.19
0.6921,1.5343,8.334,9.1339,1.2071,1.7798,0.6488,1.2987,110.18
0.6926,1.5333,8.334,9.1339,1.2068,1.7812,0.649,1.2987,110.17
0.6928,1.5333,8.334,9.1339,1.207,1.7811,0.6495,1.2989,110.17
0.6928,1.5333,8.334,9.1294,1.2074,1.7808,0.6499,1.2989,110.16
0.6927,1.5333,8.334,9.1322,1.2072,1.781,0.6499,1.2988,110.16
0.693,1.5333,8.334,9.1301,1.2072,1.7809,0.6501,1.2988,110.16
0.693,1.5344,8.334,9.1301,1.2072,1.7816,0.6501,1.2987,110.15
0.693,1.5344,8.334,9.1348,1.2068,1.7816,0.6506,1.2987,110.16
0.6931,1.5344,8.334,9.1351,1.2068,1.7817,0.6504,1.2987,110.16
0.6927,1.5334,8.334,9.1368,1.2065,1.7803,0.65,1.2984,110.15
0.6922,1.5334,8.334,9.1368,1.2064,1.78,0.6495,1.2984,110.15
0.6922,1.5334,8.334,9.1368,1.2067,1.7801,0.6495,1.2984,110.2
0.6919,1.5335,8.334,9.1368,1.2064,1.7806,0.6495,1.2984,110.23
0.6926,1.5335,8.334,9.1368,1.2064,1.7805,0.6501,1.2984,110.2
0.6929,1.5336,8.334,9.1368,1.2067,1.7798,0.6504,1.2984,110.07
0.6929,1.5336,8.334,9.1368,1.2067,1.7805,0.6507,1.2984,110.07
0.693,1.5336,8.334,9.1368,1.2064,1.7809,0.6496,1.2986,110.1
0.693,1.5336,8.334,9.1368,1.2062,1.7815,0.6489,1.2996,110.12
0.6927,1.5329,8.334,9.1368,1.2058,1.7804,0.6495,1.2998,110.16
0.6934,1.5329,8.334,9.1341,1.2059,1.7813,0.65,1.3001,110.18
0.6935,1.5328,8.334,9.1351,1.2059,1.7826,0.6498,1.3001,110.14
0.6937,1.5328,8.334,9.1351,1.2058,1.7821,0.6497,1.2997,110.11
0.6936,1.5328,8.334,9.1351,1.2057,1.7819,0.6491,1.2999,110.13
0.6939,1.5329,8.334,9.1351,1.2059,1.7823,0.6493,1.3,110.11
0.694,1.5332,8.334,9.1351,1.2062,1.7825,0.6491,1.2999,109.97
0.694,1.5334,8.334,9.1336,1.207,1.7825,0.6491,1.2999,109.91
0.6948,1.5329,8.3315,9.1336,1.2077,1.784,0.6498,1.2999,109.83
0.694,1.533,8.339,9.1351,1.2078,1.7842,0.649,1.2999,109.8
0.6947,1.5329,8.3285,9.1301,1.2087,1.7841,0.6488,1.2996,109.75
0.6944,1.5323,8.335,9.1345,1.2087,1.7838,0.6477,1.301,109.7
0.6937,1.5326,8.336,9.1327,1.2079,1.7818,0.6475,1.3004,109.67
0.6945,1.534,8.3368,9.133,1.2085,1.7829,0.6484,1.2996,109.73
0.6958,1.5337,8.3368,9.1323,1.2092,1.7836,0.6494,1.2997,109.7
0.6955,1.5332,8.3368,9.1329,1.21,1.7826,0.6495,1.2983,109.64
0.6946,1.5333,8.335,9.1318,1.2108,1.7823,0.6487,1.2995,109.63
0.6942,1.5326,8.3348,9.132,1.2102,1.7805,0.6486,1.2999,109.64
0.695,1.5322,8.3385,9.1299,1.2102,1.7801,0.6486,1.2969,109.6
0.6946,1.5328,8.337,9.1329,1.2094,1.776,0.6483,1.2979,109.66
0.6937,1.533,8.3398,9.1325,1.2094,1.7764,0.648,1.2979,109.7
0.6922,1.5325,8.3418,9.1343,1.2083,1.7736,0.6475,1.2959,109.75
0.6917,1.5336,8.3381,9.1344,1.2072,1.7726,0.6455,1.2968,109.78
0.6931,1.534,8.3365,9.1318,1.2076,1.7748,0.6481,1.2958,109.67
0.6922,1.5342,8.3317,9.1295,1.2071,1.773,0.647,1.292,109.61
0.692,1.5343,8.3337,9.13,1.2067,1.7721,0.6467,1.2899,109.72
0.6931,1.5345,8.3337,9.126,1.2079,1.7735,0.6471,1.2887,109.68
0.693,1.5347,8.3355,9.1221,1.2078,1.7725,0.6475,1.287,109.43
0.6932,1.5355,8.3344,9.1229,1.2094,1.773,0.6482,1.2862,109.3
0.6938,1.5354,8.3342,9.123,1.2094,1.7739,0.6471,1.2885,109.33
0.6943,1.5357,8.3339,9.1205,1.2086,1.7735,0.6471,1.2891,109.34
0.6943,1.5355,8.34,9.1188,1.209,1.7743,0.6471,1.287,109.32
0.695,1.5354,8.3455,9.1153,1.2086,1.7743,0.6477,1.2872,109.37
0.6947,1.5354,8.3467,9.1134,1.2089,1.7739,0.6473,1.2884,109.44
0.6945,1.5354,8.345,9.1123,1.2095,1.7741,0.6476,1.2879,109.41
0.6943,1.5345,8.346,9.112,1.2109,1.7747,0.648,1.2872,109.36
0.694,1.5348,8.346,9.1096,1.2105,1.7743,0.6476,1.2874,109.38
0.6945,1.5348,8.346,9.1105,1.2107,1.7735,0.6479,1.2875,109.29
0.6946,1.5349,8.346,9.1094,1.2104,1.7734,0.6479,1.288,109.31
0.6949,1.5349,8.346,9.1081,1.2109,1.7735,0.6477,1.2872,109.37
0.6947,1.5349,8.346,9.1066,1.2108,1.7744,0.6474,1.2882,109.45
0.6946,1.5344,8.346,9.1066,1.2105,1.7738,0.6478,1.288,109.39
0.694,1.5345,8.346,9.1066,1.2102,1.7737,0.647,1.288,109.43
0.6932,1.5343,8.346,9.1066,1.2098,1.7745,0.6465,1.288,109.42
0.6928,1.5346,8.346,9.1081,1.209,1.7753,0.6464,1.2886,109.48
0.6924,1.5346,8.3395,9.1091,1.2088,1.7745,0.6466,1.2888,109.38
0.6928,1.5347,8.344,9.1082,1.209,1.7756,0.6464,1.2891,109.44
0.693,1.5345,8.344,9.1069,1.2097,1.7771,0.6463,1.2892,109.39
0.6933,1.5349,8.344,9.1065,1.2098,1.777,0.6467,1.2894,109.32
0.6933,1.5346,8.344,9.1051,1.2105,1.7776,0.6476,1.2896,109.36
0.6926,1.5349,8.344,9.1051,1.2105,1.7766,0.6463,1.2896,109.38
0.692,1.5349,8.344,9.1051,1.2099,1.7767,0.6467,1.2896,109.4
0.6922,1.5349,8.344,9.1051,1.2105,1.7769,0.6469,1.2895,109.37
0.6907,1.5348,8.344,9.1051,1.2105,1.777,0.6465,1.2895,109.37
0.6911,1.5348,8.344,9.1051,1.2109,1.7772,0.6467,1.2894,109.39
0.6909,1.5348,8.344,9.1051,1.2093,1.7763,0.6465,1.2895,109.5
0.691,1.535,8.3425,9.1078,1.2088,1.775,0.6465,1.2897,109.57
0.6905,1.5361,8.34,9.1045,1.2071,1.7725,0.6458,1.2896,109.61
0.6914,1.5352,8.3405,9.1083,1.2071,1.7736,0.6461,1.2894,109.57
0.6915,1.5352,8.341,9.0988,1.2072,1.7732,0.6467,1.2893,109.47
0.6916,1.5349,8.342,9.0964,1.2083,1.7752,0.6459,1.2897,109.55
0.6922,1.5353,8.3418,9.095,1.2086,1.7765,0.6463,1.2904,109.5
0.6917,1.5358,8.342,9.0918,1.2087,1.7742,0.6468,1.2906,109.56
0.6918,1.536,8.341,9.0918,1.2085,1.7768,0.6466,1.2908,109.53
0.6916,1.5358,8.3405,9.0955,1.2076,1.7763,0.6461,1.2917,109.57
0.6924,1.5367,8.338,9.0973,1.2075,1.7768,0.6459,1.2927,109.54
0.6915,1.5365,8.334,9.0995,1.2055,1.7742,0.6454,1.2924,109.65
0.6906,1.5374,8.3285,9.0993,1.2052,1.7747,0.6437,1.2908,109.65
0.6903,1.5378,8.3333,9.103,1.2037,1.7737,0.643,1.2924,109.62
0.691,1.5376,8.332,9.104,1.2038,1.7739,0.6431,1.2915,109.71
0.6896,1.5383,8.3335,9.1042,1.2028,1.7725,0.6419,1.2927,109.8
0.6901,1.5379,8.3352,9.1005,1.2046,1.775,0.6422,1.2918,109.62
0.6893,1.5383,8.336,9.0995,1.2036,1.7737,0.6423,1.2939,109.62
0.6889,1.538,8.327,9.104,1.2042,1.7746,0.6428,1.2932,109.61
0.6891,1.5382,8.3263,9.1094,1.2042,1.7734,0.6428,1.2937,109.59
0.6941,1.5379,8.3362,9.1105,1.2129,1.7838,0.6469,1.2911,109.28
0.6973,1.5368,8.3342,9.1095,1.2166,1.7885,0.6499,1.2904,109.15
0.6975,1.5358,8.336,9.1111,1.2165,1.7888,0.6506,1.2906,109.22
0.6979,1.5363,8.33,9.1105,1.2174,1.7899,0.6509,1.2902,109.19
0.6972,1.5359,8.331,9.112,1.2175,1.788,0.6506,1.2898,109.26
0.6971,1.5363,8.3308,9.1128,1.2173,1.7875,0.65,1.2902,109.37
0.6962,1.5357,8.3318,9.1118,1.2174,1.788,0.649,1.2906,109.31
0.6966,1.5356,8.3324,9.1116,1.218,1.7885,0.6499,1.2895,109.27
0.6965,1.5359,8.334,9.1149,1.219,1.7892,0.6498,1.29,109.31
0.6965,1.5359,8.334,9.1149,1.219,1.7874,0.6491,1.2901,109.31
0.6966,1.5359,8.335,9.1151,1.2185,1.7869,0.6493,1.2911,109.31
0.6965,1.536,8.3365,9.1102,1.2181,1.7865,0.6495,1.2908,109.37
0.6967,1.536,8.335,9.1151,1.2184,1.7863,0.6497,1.2903,109.35
0.697,1.5356,8.335,9.1151,1.2184,1.7865,0.6532,1.2905,109.39
0.6975,1.536,8.335,9.1151,1.218,1.7872,0.6539,1.2905,109.39
0.6975,1.536,8.335,9.1151,1.2176,1.7858,0.6533,1.2915,109.37
0.6975,1.5358,8.335,9.1129,1.2188,1.7876,0.6546,1.2914,109.25
0.6968,1.5355,8.335,9.1115,1.2185,1.7876,0.6535,1.2914,109.23
0.696,1.5358,8.335,9.1134,1.2183,1.7873,0.6524,1.2918,109.25
0.6965,1.5358,8.335,9.1103,1.2182,1.7865,0.6534,1.2918,109.33
0.6967,1.5358,8.335,9.1101,1.2186,1.7874,0.653,1.2917,109.28
0.6974,1.5362,8.335,9.1101,1.2186,1.7866,0.654,1.291,109.23
0.6943,1.536,8.335,9.1123,1.2185,1.7871,0.6521,1.291,109.24
0.6941,1.5359,8.335,9.1123,1.2187,1.7868,0.6531,1.2905,109.27
0.6946,1.5359,8.335,9.1123,1.2189,1.7868,0.6532,1.2905,109.27
0.695,1.536,8.335,9.1123,1.219,1.7869,0.6536,1.2905,109.27
0.6945,1.5362,8.335,9.1123,1.2194,1.7866,0.6542,1.2912,109.32
0.6953,1.5364,8.335,9.1111,1.2189,1.7862,0.6539,1.2912,109.33
0.6944,1.5364,8.335,9.1119,1.2187,1.7865,0.654,1.2926,109.34
0.6937,1.5363,8.3345,9.1106,1.2178,1.7857,0.6532,1.2929,109.48
0.6937,1.5368,8.338,9.1255,1.2179,1.7859,0.6538,1.2924,109.49
0.6931,1.537,8.3335,9.1263,1.2187,1.7871,0.654,1.2911,109.36
0.6929,1.537,8.33,9.1237,1.2189,1.7878,0.6534,1.2914,109.39
0.6932,1.5378,8.327,9.1229,1.2194,1.7873,0.654,1.2903,109.55
0.6942,1.5379,8.3193,9.1203,1.2187,1.7863,0.655,1.2889,109.59
0.6933,1.5389,8.3215,9.1229,1.2196,1.7878,0.6535,1.2895,109.68
0.6928,1.5385,8.3205,9.1182,1.2185,1.7855,0.6532,1.2892,109.75
0.6933,1.5395,8.3202,9.1185,1.2176,1.7835,0.6533,1.2876,109.89
0.6932,1.5394,8.319,9.1158,1.2182,1.7837,0.6543,1.2887,109.87
0.6931,1.5392,8.3183,9.1188,1.219,1.7845,0.6543,1.2882,109.89
0.6933,1.5391,8.314,9.1169,1.2187,1.7842,0.6541,1.289,109.85
0.6916,1.5382,8.3165,9.1189,1.2183,1.7833,0.654,1.2899,109.95
0.692,1.5383,8.3179,9.1186,1.2183,1.7844,0.6549,1.2899,109.71
0.6928,1.5387,8.3095,9.1187,1.2188,1.7847,0.6553,1.2895,109.73
0.6894,1.5386,8.3122,9.1223,1.2183,1.7848,0.6521,1.2901,109.71
0.6898,1.5394,8.31,9.1187,1.2172,1.7842,0.6523,1.2878,109.8
0.6892,1.5386,8.3025,9.115,1.2161,1.7828,0.6515,1.2885,109.92
0.6884,1.5396,8.2895,9.1089,1.2168,1.7833,0.651,1.2885,109.82
0.6867,1.5399,8.2895,9.1084,1.2165,1.7829,0.6511,1.2885,109.8
0.6881,1.5396,8.2966,9.1028,1.2179,1.7834,0.6507,1.2883,109.81
0.6879,1.54,8.2925,9.1051,1.219,1.7861,0.6514,1.288,109.69
0.6867,1.5397,8.2927,9.1064,1.2194,1.7838,0.651,1.2878,109.76
0.6864,1.5402,8.298,9.1072,1.2188,1.783,0.6507,1.2868,109.78
0.6867,1.5407,8.2981,9.1068,1.2177,1.782,0.6504,1.2878,109.83
0.6875,1.5407,8.2952,9.109,1.2196,1.7846,0.6519,1.2871,109.75
0.687,1.5405,8.295,9.1102,1.2192,1.784,0.652,1.2872,109.82
0.6877,1.5408,8.2998,9.1101,1.2191,1.7847,0.6521,1.2876,109.85
0.6879,1.5412,8.297,9.1087,1.2192,1.7846,0.6522,1.2877,109.87
0.688,1.541,8.2955,9.115,1.2197,1.7851,0.6524,1.288,109.8
0.6879,1.541,8.2915,9.1115,1.2197,1.7836,0.6517,1.2887,109.72
0.6888,1.541,8.294,9.115,1.2214,1.7862,0.6527,1.289,109.68
0.6884,1.54,8.294,9.115,1.223,1.7881,0.6534,1.2875,109.6
0.6892,1.541,8.294,9.115,1.2235,1.7891,0.654,1.2878,109.55
0.6894,1.541,8.294,9.1188,1.2233,1.7907,0.6539,1.2879,109.52
0.6901,1.54,8.294,9.1159,1.2241,1.7898,0.6537,1.2877,109.49
0.6899,1.54,8.294,9.1261,1.2247,1.7905,0.6537,1.2875,109.46
0.6891,1.5394,8.294,9.1241,1.2234,1.788,0.6532,1.2879,109.87
0.6881,1.5401,8.294,9.1232,1.2226,1.7869,0.6523,1.2879,110.09
0.6886,1.5397,8.294,9.1203,1.2223,1.7878,0.6519,1.2881,110.02
0.6898,1.54,8.294,9.1182,1.2229,1.7891,0.6519,1.2881,109.95
0.6893,1.5402,8.294,9.1182,1.2232,1.7885,0.6515,1.2878,109.99
0.69,1.5402,8.294,9.1182,1.2238,1.7886,0.6517,1.2878,109.98
0.6906,1.5402,8.294,9.1153,1.2239,1.7888,0.653,1.2878,110.04
0.6907,1.5402,8.294,9.1153,1.2245,1.7891,0.6528,1.2875,109.96
0.6908,1.5401,8.294,9.1153,1.2248,1.7885,0.6528,1.2877,109.99
0.6905,1.5401,8.294,9.1153,1.2245,1.7884,0.653,1.2876,109.97
0.6904,1.5404,8.294,9.1161,1.2253,1.7918,0.6527,1.2878,110.11
0.6899,1.5407,8.294,9.1161,1.2234,1.7891,0.6522,1.2874,110.13
0.6889,1.5409,8.2925,9.12,1.2234,1.7892,0.6523,1.2876,110.1
0.6896,1.5417,8.2995,9.1155,1.2222,1.7879,0.6537,1.2886,110
0.6901,1.541,8.2975,9.115,1.2239,1.7877,0.6536,1.2886,109.99
0.6895,1.5412,8.2973,9.1215,1.2221,1.7882,0.6531,1.2892,110.02
0.6898,1.5425,8.3065,9.119,1.2227,1.7891,0.6531,1.2889,110.1
0.691,1.5426,8.3366,9.1135,1.2227,1.7897,0.6536,1.288,110.08
0.6913,1.5425,8.335,9.108,1.2227,1.7891,0.6536,1.2881,110.11
0.6914,1.5417,8.3398,9.104,1.2224,1.7909,0.6539,1.2896,110.14
0.692,1.5409,8.3375,9.1045,1.2214,1.788,0.6541,1.2896,110.12
0.6906,1.54,8.3355,9.1049,1.2209,1.7884,0.6526,1.2898,110.2
0.6908,1.5401,8.3225,9.107,1.2213,1.7879,0.6534,1.2893,110.25
0.6908,1.5403,8.317,9.1009,1.2215,1.7884,0.6531,1.292,110.25
0.6915,1.5402,8.3207,9.0996,1.2224,1.7894,0.6536,1.292,110.17
0.6917,1.539,8.3239,9.1,1.2238,1.7903,0.6537,1.29,110.16
0.695,1.5405,8.326,9.1024,1.2295,1.7976,0.6568,1.2887,109.64
0.6952,1.5419,8.3258,9.0998,1.2286,1.797,0.657,1.2892,109.75
0.6961,1.5426,8.329,9.1015,1.2286,1.7984,0.658,1.2881,109.67
0.6968,1.5409,8.33,9.0968,1.2289,1.7982,0.6589,1.2869,109.54
0.699,1.5421,8.337,9.0965,1.2298,1.8008,0.66,1.2863,109.31
0.698,1.5422,8.3366,9.0975,1.2289,1.8002,0.6578,1.2871,109.31
0.6969,1.5424,8.3344,9.0967,1.2284,1.7984,0.6573,1.288,109.33
0.6978,1.5425,8.335,9.096,1.2287,1.7986,0.658,1.2885,109.35
0.6974,1.5425,8.34,9.0928,1.2285,1.7983,0.6577,1.2891,109.42
0.6972,1.5421,8.339,9.099,1.2291,1.7985,0.6569,1.2888,109.37
0.6969,1.542,8.336,9.1045,1.2288,1.7987,0.6569,1.2893,109.35
0.6967,1.542,8.3355,9.1028,1.2288,1.7991,0.6569,1.2889,109.39
0.696,1.5427,8.3472,9.1038,1.2269,1.7963,0.6559,1.2898,109.58
0.6956,1.5428,8.35,9.1014,1.2268,1.7966,0.6557,1.2911,109.55
0.696,1.543,8.357,9.1001,1.2266,1.7965,0.6558,1.2915,109.59
0.6959,1.5428,8.3608,9.0997,1.2268,1.7968,0.6558,1.2907,109.57
0.6956,1.5431,8.3608,9.0989,1.2262,1.7968,0.655,1.2916,109.69
0.6956,1.5431,8.3608,9.0989,1.2275,1.7982,0.655,1.2917,109.69
0.6956,1.5431,8.3608,9.0989,1.2274,1.7982,0.655,1.2917,109.69
0.6956,1.5431,8.3608,9.0989,1.2274,1.7982,0.655,1.2917,109.69
0.6956,1.5431,8.3608,9.0989,1.2274,1.7982,0.655,1.2917,109.69
0.6956,1.5431,8.3608,9.0989,1.2279,1.7978,0.6564,1.2905,109.43
0.6976,1.543,8.3608,9.0989,1.2285,1.7978,0.657,1.2907,109.49
0.6977,1.5433,8.3608,9.0989,1.2286,1.7978,0.6575,1.2893,109.34
0.6979,1.5435,8.3608,9.0989,1.227,1.7981,0.658,1.2895,109.54
0.6966,1.543,8.3608,9.0989,1.226,1.7973,0.6568,1.2898,109.53
0.6972,1.543,8.3608,9.0989,1.2262,1.7976,0.6576,1.2908,109.56
0.6978,1.543,8.3608,9.0989,1.2263,1.7972,0.6583,1.291,109.54
0.6979,1.543,8.3608,9.0989,1.2267,1.7982,0.6576,1.2909,109.55
0.6978,1.543,8.3608,9.0989,1.2269,1.798,0.6576,1.2906,109.59
0.6978,1.5431,8.3608,9.0989,1.2274,1.7986,0.6575,1.291,109.57
0.6977,1.5432,8.3608,9.0989,1.2273,1.7989,0.6575,1.2912,109.6
0.6976,1.5425,8.3608,9.0989,1.2271,1.7984,0.6575,1.2911,109.64
0.6971,1.5428,8.3608,9.0989,1.2264,1.7971,0.6572,1.2905,109.58
0.6968,1.5428,8.357,9.1,1.2265,1.7966,0.6573,1.2912,109.53
0.6966,1.5427,8.366,9.103,1.2268,1.7954,0.6576,1.2912,109.48
0.696,1.5423,8.36,9.0997,1.2261,1.7954,0.6573,1.2916,109.48
0.6958,1.5418,8.36,9.0962,1.225,1.7934,0.6563,1.2908,109.63
0.6964,1.542,8.357,9.096,1.2258,1.7957,0.6567,1.2907,109.62
0.6967,1.5414,8.354,9.0933,1.2261,1.7962,0.6568,1.2901,109.7
0.697,1.5416,8.3485,9.0921,1.2255,1.7983,0.6566,1.291,109.71
0.6977,1.5417,8.346,9.0928,1.2252,1.7984,0.6568,1.2914,109.77
0.6983,1.5414,8.3498,9.093,1.2258,1.7982,0.6575,1.2914,109.8
0.698,1.541,8.351,9.0935,1.2255,1.7992,0.6571,1.2926,109.95
0.6978,1.5415,8.3485,9.0988,1.2255,1.8006,0.6573,1.2916,110.04
0.6968,1.5414,8.3465,9.0935,1.2241,1.8006,0.657,1.2918,110.01
0.697,1.5414,8.35,9.0947,1.2232,1.7993,0.6576,1.2926,110.28
0.6977,1.542,8.3506,9.0948,1.2234,1.8,0.6573,1.2949,110.26
0.698,1.5423,8.3466,9.093,1.2236,1.799,0.658,1.2974,110.19
0.6978,1.543,8.352,9.0953,1.2243,1.7986,0.6576,1.2955,110.14
0.6964,1.5427,8.3495,9.093,1.224,1.7986,0.6571,1.2985,110.12
0.6969,1.5426,8.348,9.0936,1.2249,1.7982,0.6565,1.2978,110.19
0.6956,1.5425,8.3465,9.096,1.2244,1.796,0.6558,1.3012,110.2
0.6958,1.5425,8.35,9.0977,1.2246,1.7965,0.6559,1.2982,110.19
0.6959,1.5425,8.3495,9.0978,1.2252,1.796,0.6562,1.3008,110.13
0.6961,1.5425,8.351,9.0965,1.2256,1.7965,0.6564,1.299,110.14
0.6969,1.5425,8.3525,9.098,1.2262,1.797,0.6567,1.299,110.1
0.6965,1.5418,8.3538,9.097,1.2264,1.797,0.6569,1.2994,110.03
0.6968,1.5426,8.3521,9.0955,1.2267,1.7973,0.6571,1.2998,110.07
0.6959,1.543,8.3538,9.0943,1.2257,1.7964,0.6569,1.3009,110.16
0.6955,1.5433,8.355,9.0939,1.226,1.796,0.6568,1.3005,110.14
0.6953,1.5433,8.355,9.0912,1.226,1.796,0.6562,1.301,110.14
0.6952,1.5432,8.359,9.092,1.2251,1.7953,0.6565,1.3015,110.08
0.6958,1.5434,8.3562,9.0904,1.2256,1.7958,0.6571,1.3018,110.06
0.6966,1.5437,8.3575,9.0904,1.2261,1.7969,0.6572,1.3018,110.05
0.6968,1.5436,8.3575,9.099,1.2259,1.7972,0.6575,1.3018,110.07
0.697,1.5436,8.3575,9.099,1.2262,1.7972,0.6569,1.3018,110.04
0.6973,1.5435,8.3575,9.099,1.2257,1.797,0.6573,1.3018,110.09
0.6975,1.5437,8.3575,9.099,1.2263,1.7976,0.6585,1.3018,110.08
0.697,1.5437,8.3575,9.093,1.2264,1.7979,0.6589,1.3018,110.09
